Retailer,Invoice Date,Region,State,Product,Price per Unit,Units Sold,Total Sales,Sales Method,Brand
Amazon,2021-03-21,Southeast,Kentucky,Men's Athletic Footwear,45,225,10125,Online,Adidas
Kohl's,2021-07-06,Northeast,New Jersey,Women's Athletic Footwear,40,250,10000,In-store,Adidas
Kohl's,2021-09-06,Northeast,New Jersey,Women's Apparel,55,250,13750,In-store,Adidas
Amazon,2021-05-23,Southeast,Kentucky,Men's Athletic Footwear,45,225,10125,Online,Adidas
Kohl's,2021-10-08,Northeast,New Jersey,Men's Athletic Footwear,50,250,12500,In-store,Adidas
Amazon,2021-08-22,Southeast,Kentucky,Men's Apparel,50,225,11250,Online,Adidas
Sports Direct,2021-10-08,Northeast,New Jersey,Women's Apparel,65,250,16250,In-store,Adidas
Foot Locker,2021-12-21,Southeast,Kentucky,Women's Athletic Footwear,50,225,11250,Online,Adidas
Sports Direct,2021-11-07,Northeast,New Jersey,Women's Athletic Footwear,50,250,12500,In-store,Adidas
Sports Direct,2021-03-03,Northeast,Connecticut,Women's Apparel,40,250,10000,In-store,Adidas
Foot Locker,2021-12-21,Southeast,Kentucky,Men's Apparel,60,225,13500,Online,Adidas
Sports Direct,2021-05-03,Northeast,Connecticut,Men's Athletic Footwear,50,250,12500,In-store,Adidas
Kohl's,2021-05-12,Midwest,Kansas,Men's Apparel,45,225,10125,Online,Adidas
Sports Direct,2021-05-03,Northeast,Connecticut,Men's Apparel,55,250,13750,In-store,Adidas
Foot Locker,2021-11-04,Northeast,Connecticut,Men's Apparel,65,250,16250,In-store,Adidas
Foot Locker,2021-04-12,Midwest,South Dakota,Women's Apparel,50,225,11250,Online,Adidas
Foot Locker,2021-09-13,Midwest,South Dakota,Women's Apparel,50,225,11250,Online,Adidas
Sports Direct,2021-04-09,Midwest,North Dakota,Women's Apparel,50,225,11250,In-store,Adidas
Foot Locker,2021-07-06,Northeast,Rhode Island,Women's Street Footwear,40,250,10000,In-store,Adidas
Sports Direct,2021-09-10,Midwest,North Dakota,Women's Apparel,45,225,10125,In-store,Adidas
Foot Locker,2021-08-07,Northeast,Rhode Island,Women's Street Footwear,40,250,10000,In-store,Adidas
Sports Direct,2021-01-17,Northeast,Rhode Island,Men's Athletic Footwear,40,250,10000,In-store,Adidas
West Gear,2021-12-05,Midwest,Iowa,Women's Athletic Footwear,50,225,11250,In-store,Adidas
Sports Direct,2021-01-17,Northeast,Rhode Island,Women's Apparel,40,250,10000,In-store,Adidas
West Gear,2021-12-05,Midwest,Iowa,Men's Apparel,60,225,13500,In-store,Adidas
Sports Direct,2021-02-15,Northeast,Massachusetts,Women's Apparel,40,250,10000,In-store,Adidas
Sports Direct,2021-06-15,Northeast,Massachusetts,Women's Street Footwear,45,250,11250,In-store,Adidas
West Gear,2021-04-03,Midwest,Wisconsin,Women's Apparel,50,225,11250,In-store,Adidas
Sports Direct,2021-07-13,Northeast,Massachusetts,Men's Apparel,55,250,13750,In-store,Adidas
West Gear,2021-07-09,Midwest,Indiana,Women's Street Footwear,45,225,10125,In-store,Adidas
Sports Direct,2021-09-13,Northeast,Massachusetts,Men's Athletic Footwear,50,250,12500,In-store,Adidas
Amazon,2021-11-14,Northeast,Massachusetts,Men's Apparel,65,250,16250,In-store,Adidas
West Gear,2021-05-18,Northeast,West Virginia,Men's Apparel,45,225,10125,In-store,Adidas
Amazon,2021-03-10,Northeast,Vermont,Men's Athletic Footwear,45,250,11250,In-store,Adidas
Amazon,2021-05-10,Northeast,Vermont,Women's Athletic Footwear,50,250,12500,In-store,Adidas
Sports Direct,2021-09-20,Northeast,Maryland,Men's Athletic Footwear,45,225,10125,In-store,Adidas
Amazon,2021-08-11,Northeast,Vermont,Women's Athletic Footwear,50,250,12500,In-store,Adidas
Foot Locker,2021-11-21,Northeast,Maryland,Women's Apparel,65,225,14625,In-store,Adidas
Amazon,2021-02-19,Northeast,Vermont,Men's Athletic Footwear,50,250,12500,In-store,Adidas
Amazon,2021-04-18,Northeast,New Hampshire,Men's Athletic Footwear,50,250,12500,In-store,Adidas
Foot Locker,2021-12-20,Northeast,Maryland,Women's Street Footwear,50,225,11250,In-store,Adidas
Foot Locker,2021-01-17,Northeast,Maryland,Men's Apparel,50,225,11250,In-store,Adidas
Foot Locker,2021-02-15,Northeast,Delaware,Men's Apparel,50,225,11250,In-store,Adidas
Foot Locker,2021-08-14,Northeast,Delaware,Men's Apparel,55,225,12375,In-store,Adidas
Foot Locker,2021-09-13,Northeast,Delaware,Women's Street Footwear,45,225,10125,In-store,Adidas
Kohl's,2021-05-06,Northeast,New Jersey,Men's Athletic Footwear,45,225,10125,In-store,Adidas
Kohl's,2021-05-06,Northeast,New Jersey,Men's Apparel,50,225,11250,In-store,Adidas
Sports Direct,2021-11-07,Northeast,New Jersey,Men's Apparel,60,225,13500,In-store,Adidas
Sports Direct,2021-05-03,Northeast,Connecticut,Women's Athletic Footwear,45,225,10125,In-store,Adidas
Sports Direct,2021-08-04,Northeast,Connecticut,Women's Athletic Footwear,45,225,10125,In-store,Adidas
Foot Locker,2021-07-06,Northeast,Rhode Island,Men's Apparel,50,225,11250,In-store,Adidas
Foot Locker,2021-09-06,Northeast,Rhode Island,Men's Athletic Footwear,45,225,10125,In-store,Adidas
Sports Direct,2021-11-07,Northeast,Rhode Island,Men's Athletic Footwear,50,225,11250,In-store,Adidas
Sports Direct,2021-12-06,Northeast,Rhode Island,Women's Athletic Footwear,50,225,11250,In-store,Adidas
Sports Direct,2021-12-06,Northeast,Rhode Island,Men's Apparel,60,225,13500,In-store,Adidas
Sports Direct,2021-05-13,Northeast,Massachusetts,Women's Street Footwear,45,225,10125,In-store,Adidas
Sports Direct,2021-06-15,Northeast,Massachusetts,Women's Athletic Footwear,45,225,10125,In-store,Adidas
Sports Direct,2021-06-15,Northeast,Massachusetts,Men's Apparel,55,225,12375,In-store,Adidas
Sports Direct,2021-07-13,Northeast,Massachusetts,Women's Athletic Footwear,45,225,10125,In-store,Adidas
Sports Direct,2021-09-13,Northeast,Massachusetts,Women's Apparel,60,225,13500,In-store,Adidas
Sports Direct,2021-10-15,Northeast,Massachusetts,Men's Athletic Footwear,55,225,12375,In-store,Adidas
Amazon,2021-10-15,Northeast,Massachusetts,Women's Apparel,70,225,15750,In-store,Adidas
Amazon,2021-01-14,Northeast,Massachusetts,Men's Apparel,55,225,12375,In-store,Adidas
Amazon,2021-02-12,Northeast,Massachusetts,Men's Athletic Footwear,45,225,10125,In-store,Adidas
Amazon,2021-02-12,Northeast,Vermont,Men's Apparel,55,225,12375,In-store,Adidas
Amazon,2021-04-11,Northeast,Vermont,Men's Athletic Footwear,45,225,10125,In-store,Adidas
Amazon,2021-08-11,Northeast,Vermont,Men's Apparel,60,225,13500,In-store,Adidas
Amazon,2021-09-10,Northeast,Vermont,Women's Street Footwear,50,225,11250,In-store,Adidas
Amazon,2021-01-21,Northeast,Vermont,Men's Apparel,60,225,13500,In-store,Adidas
Amazon,2021-09-17,Northeast,New Hampshire,Women's Athletic Footwear,55,225,12375,Outlet,Adidas
Amazon,2021-09-17,Northeast,New Hampshire,Men's Apparel,65,225,14625,Outlet,Adidas
Foot Locker,2021-02-22,Northeast,New Hampshire,Men's Athletic Footwear,55,225,12375,Outlet,Adidas
Amazon,2021-11-22,Southeast,Kentucky,Women's Street Footwear,45,220,9900,Online,Adidas
Sports Direct,2021-11-07,Northeast,Rhode Island,Women's Street Footwear,50,220,11000,In-store,Adidas
Foot Locker,2021-06-25,Midwest,Illinois,Men's Athletic Footwear,55,200,11000,Outlet,Adidas
Foot Locker,2021-07-16,Midwest,Illinois,Men's Apparel,50,200,10000,Outlet,Adidas
Foot Locker,2021-08-08,Midwest,Illinois,Women's Athletic Footwear,50,200,10000,Outlet,Adidas
Foot Locker,2021-08-09,Midwest,Illinois,Men's Apparel,60,200,12000,Outlet,Adidas
Foot Locker,2021-11-14,Northeast,Pennsylvania,Women's Apparel,50,200,10000,Outlet,Adidas
Foot Locker,2021-12-01,Northeast,Pennsylvania,Men's Apparel,65,200,13000,Outlet,Adidas
Foot Locker,2021-12-06,Northeast,Pennsylvania,Women's Athletic Footwear,55,200,11000,Outlet,Adidas
Foot Locker,2021-12-22,Northeast,Pennsylvania,Men's Athletic Footwear,60,200,12000,Outlet,Adidas
West Gear,2020-01-12,West,Nevada,Men's Apparel,50,200,10000,Outlet,Adidas
West Gear,2020-01-24,West,Nevada,Men's Apparel,65,200,13000,Outlet,Adidas
West Gear,2020-01-30,West,Nevada,Men's Apparel,65,200,13000,Outlet,Adidas
West Gear,2020-06-17,West,Washington,Men's Apparel,65,200,13000,In-store,Adidas
West Gear,2020-06-23,West,Washington,Men's Apparel,65,200,13000,In-store,Adidas
Foot Locker,2020-11-26,Midwest,Minnesota,Men's Apparel,50,200,10000,Outlet,Adidas
Foot Locker,2020-12-15,Midwest,Minnesota,Women's Apparel,50,200,10000,Outlet,Adidas
Kohl's,2021-01-13,Midwest,Montana,Men's Apparel,50,200,10000,Outlet,Adidas
Foot Locker,2021-07-25,Midwest,Nebraska,Women's Apparel,55,200,11000,Outlet,Adidas
Amazon,2021-11-06,Northeast,Maine,Men's Athletic Footwear,50,200,10000,Outlet,Adidas
Amazon,2021-11-21,Northeast,Maine,Men's Apparel,55,200,11000,Outlet,Adidas
Amazon,2021-11-18,Northeast,Maine,Men's Athletic Footwear,55,200,11000,Outlet,Adidas
Amazon,2021-12-17,Northeast,Maine,Women's Athletic Footwear,55,200,11000,Outlet,Adidas
Amazon,2021-12-17,Northeast,Maine,Men's Apparel,65,200,13000,Outlet,Adidas
Amazon,2021-09-20,West,Alaska,Women's Athletic Footwear,55,200,11000,Outlet,Adidas
Amazon,2021-09-20,West,Alaska,Men's Apparel,65,200,13000,Outlet,Adidas
Sports Direct,2021-02-17,Southeast,Florida,Men's Apparel,55,200,11000,Outlet,Adidas
Walmart,2021-04-17,Southeast,Florida,Men's Apparel,60,200,12000,Outlet,Adidas
Foot Locker,2021-09-25,Southeast,Virginia,Women's Athletic Footwear,50,200,10000,In-store,Adidas
West Gear,2021-09-25,West,Oregon,Women's Athletic Footwear,50,200,10000,In-store,Adidas
West Gear,2021-01-17,West,Oregon,Men's Apparel,50,200,10000,In-store,Adidas
Foot Locker,2021-05-24,West,Arizona,Men's Apparel,55,200,11000,Online,Adidas
Kohl's,2021-02-26,West,New Mexico,Men's Apparel,50,200,10000,Online,Adidas
Kohl's,2021-04-26,West,New Mexico,Men's Apparel,60,200,12000,Online,Adidas
Amazon,2021-01-22,Midwest,Ohio,Men's Apparel,50,200,10000,Online,Adidas
Amazon,2021-02-22,Southeast,Kentucky,Men's Apparel,50,200,10000,Online,Adidas
Amazon,2021-06-22,Southeast,Kentucky,Men's Apparel,50,200,10000,Online,Adidas
Foot Locker,2021-11-22,Southeast,Kentucky,Women's Athletic Footwear,55,200,11000,Online,Adidas
Foot Locker,2021-05-13,Midwest,South Dakota,Men's Athletic Footwear,50,200,10000,Online,Adidas
Foot Locker,2021-07-11,Midwest,South Dakota,Men's Apparel,50,200,10000,Online,Adidas
Sports Direct,2021-12-11,Midwest,South Dakota,Women's Athletic Footwear,50,200,10000,Online,Adidas
Sports Direct,2021-12-11,Midwest,South Dakota,Men's Apparel,60,200,12000,Online,Adidas
Sports Direct,2021-07-08,Midwest,North Dakota,Men's Apparel,50,200,10000,In-store,Adidas
Foot Locker,2021-12-08,Midwest,North Dakota,Women's Athletic Footwear,50,200,10000,In-store,Adidas
Foot Locker,2021-12-08,Midwest,North Dakota,Men's Apparel,60,200,12000,In-store,Adidas
Foot Locker,2021-07-05,Midwest,Iowa,Men's Apparel,50,200,10000,In-store,Adidas
West Gear,2021-07-02,Midwest,Wisconsin,Men's Apparel,50,200,10000,In-store,Adidas
West Gear,2021-11-03,Midwest,Wisconsin,Men's Apparel,60,200,12000,In-store,Adidas
West Gear,2021-07-09,Midwest,Indiana,Men's Apparel,55,200,11000,In-store,Adidas
West Gear,2021-04-17,Northeast,West Virginia,Men's Apparel,65,200,13000,In-store,Adidas
Sports Direct,2021-09-20,Northeast,Maryland,Women's Apparel,55,200,11000,In-store,Adidas
Sports Direct,2021-10-22,Northeast,Maryland,Men's Athletic Footwear,50,200,10000,In-store,Adidas
Foot Locker,2021-10-22,Northeast,Maryland,Women's Apparel,65,200,13000,In-store,Adidas
Foot Locker,2021-09-13,Northeast,Delaware,Men's Apparel,55,200,11000,In-store,Adidas
Foot Locker,2021-10-15,Northeast,Delaware,Women's Street Footwear,55,200,11000,In-store,Adidas
Sports Direct,2021-01-07,Northeast,New Jersey,Men's Apparel,50,200,10000,In-store,Adidas
Sports Direct,2021-02-05,Northeast,Connecticut,Men's Apparel,50,200,10000,In-store,Adidas
Sports Direct,2021-08-04,Northeast,Connecticut,Men's Apparel,55,200,11000,In-store,Adidas
Foot Locker,2021-06-08,Northeast,Rhode Island,Men's Apparel,50,200,10000,In-store,Adidas
Foot Locker,2021-09-06,Northeast,Rhode Island,Women's Apparel,55,200,11000,In-store,Adidas
Foot Locker,2021-10-08,Northeast,Rhode Island,Men's Athletic Footwear,50,200,10000,In-store,Adidas
Sports Direct,2021-10-08,Northeast,Rhode Island,Women's Apparel,65,200,13000,In-store,Adidas
Sports Direct,2021-11-07,Northeast,Rhode Island,Women's Athletic Footwear,50,200,10000,In-store,Adidas
Sports Direct,2021-05-13,Northeast,Massachusetts,Men's Athletic Footwear,50,200,10000,In-store,Adidas
Sports Direct,2021-05-13,Northeast,Massachusetts,Men's Apparel,55,200,11000,In-store,Adidas
Amazon,2021-09-10,Northeast,Vermont,Women's Athletic Footwear,50,200,10000,In-store,Adidas
Amazon,2021-09-10,Northeast,Vermont,Men's Apparel,60,200,12000,In-store,Adidas
Amazon,2021-10-12,Northeast,Vermont,Women's Street Footwear,60,200,12000,In-store,Adidas
Amazon,2021-03-17,Northeast,New Hampshire,Men's Apparel,60,200,12000,In-store,Adidas
Foot Locker,2021-10-19,Northeast,New Hampshire,Women's Street Footwear,65,200,13000,Outlet,Adidas
Foot Locker,2021-01-24,Northeast,New Hampshire,Men's Apparel,65,200,13000,Outlet,Adidas
Foot Locker,2021-08-01,Midwest,Illinois,Women's Street Footwear,50,195,9750,Outlet,Adidas
Foot Locker,2021-12-23,Northeast,Pennsylvania,Women's Street Footwear,60,195,11700,Outlet,Adidas
Amazon,2021-11-18,Northeast,Maine,Women's Street Footwear,55,195,10725,Outlet,Adidas
Foot Locker,2021-06-04,Midwest,Illinois,Men's Apparel,55,175,9625,Outlet,Adidas
Foot Locker,2021-06-10,Midwest,Illinois,Men's Apparel,55,175,9625,Outlet,Adidas
Foot Locker,2021-11-16,Northeast,Pennsylvania,Men's Athletic Footwear,60,175,10500,Outlet,Adidas
Foot Locker,2021-11-23,Northeast,Pennsylvania,Women's Street Footwear,55,175,9625,Outlet,Adidas
Foot Locker,2021-11-30,Northeast,Pennsylvania,Women's Athletic Footwear,55,175,9625,Outlet,Adidas
Foot Locker,2021-12-07,Northeast,Pennsylvania,Men's Apparel,65,175,11375,Outlet,Adidas
Foot Locker,2021-12-24,Northeast,Pennsylvania,Women's Athletic Footwear,60,175,10500,Outlet,Adidas
Foot Locker,2021-12-30,Northeast,Pennsylvania,Women's Athletic Footwear,60,175,10500,Outlet,Adidas
Foot Locker,2021-12-31,Northeast,Pennsylvania,Men's Apparel,70,175,12250,Outlet,Adidas
West Gear,2020-01-18,West,Nevada,Men's Apparel,60,175,10500,Outlet,Adidas
West Gear,2020-04-06,West,Colorado,Men's Apparel,65,175,11375,In-store,Adidas
West Gear,2020-04-12,West,Colorado,Men's Apparel,65,175,11375,In-store,Adidas
West Gear,2020-06-11,West,Washington,Men's Apparel,70,175,12250,In-store,Adidas
Foot Locker,2020-11-15,Midwest,Minnesota,Women's Apparel,60,175,10500,In-store,Adidas
Foot Locker,2020-12-26,Midwest,Minnesota,Men's Apparel,55,175,9625,Outlet,Adidas
Amazon,2021-11-15,Northeast,Maine,Men's Apparel,55,175,9625,Outlet,Adidas
Amazon,2021-11-18,Northeast,Maine,Women's Athletic Footwear,55,175,9625,Outlet,Adidas
Amazon,2021-03-20,West,Alaska,Men's Apparel,65,175,11375,Outlet,Adidas
Amazon,2021-10-22,West,Alaska,Women's Street Footwear,65,175,11375,Outlet,Adidas
Foot Locker,2021-05-11,West,Hawaii,Men's Apparel,60,175,10500,Outlet,Adidas
Sports Direct,2021-03-16,Southeast,Florida,Men's Apparel,65,175,11375,Outlet,Adidas
Kohl's,2021-03-25,West,New Mexico,Men's Apparel,60,175,10500,Online,Adidas
Sports Direct,2021-04-13,Southeast,Georgia,Men's Apparel,55,175,9625,Online,Adidas
Foot Locker,2021-11-22,Southeast,Kentucky,Men's Apparel,65,175,11375,Online,Adidas
West Gear,2021-11-06,Midwest,Iowa,Men's Apparel,60,175,10500,In-store,Adidas
Foot Locker,2021-12-20,Northeast,Maryland,Men's Apparel,60,175,10500,In-store,Adidas
Foot Locker,2021-10-15,Northeast,Delaware,Women's Athletic Footwear,55,175,9625,In-store,Adidas
Foot Locker,2021-10-15,Northeast,Delaware,Men's Apparel,65,175,11375,In-store,Adidas
Sports Direct,2021-09-03,Northeast,Connecticut,Men's Apparel,55,175,9625,In-store,Adidas
Sports Direct,2021-10-05,Northeast,Connecticut,Women's Street Footwear,55,175,9625,In-store,Adidas
Sports Direct,2021-11-07,Northeast,Rhode Island,Men's Apparel,60,175,10500,In-store,Adidas
Amazon,2021-03-10,Northeast,Vermont,Men's Apparel,55,175,9625,In-store,Adidas
Amazon,2021-10-12,Northeast,Vermont,Women's Athletic Footwear,60,175,10500,In-store,Adidas
Amazon,2021-10-12,Northeast,Vermont,Men's Apparel,70,175,12250,In-store,Adidas
Amazon,2021-04-18,Northeast,New Hampshire,Men's Apparel,60,175,10500,In-store,Adidas
Foot Locker,2021-10-19,Northeast,New Hampshire,Women's Athletic Footwear,65,175,11375,Outlet,Adidas
Foot Locker,2021-10-19,Northeast,New Hampshire,Men's Apparel,75,175,13125,Outlet,Adidas
Foot Locker,2021-11-25,Northeast,Pennsylvania,Men's Apparel,65,150,9750,Outlet,Adidas
Foot Locker,2021-12-25,Northeast,Pennsylvania,Men's Apparel,70,150,10500,Outlet,Adidas
Amazon,2021-11-18,Northeast,Maine,Men's Apparel,65,150,9750,Outlet,Adidas
Amazon,2021-10-22,West,Alaska,Women's Athletic Footwear,65,150,9750,Outlet,Adidas
Amazon,2021-10-22,West,Alaska,Men's Apparel,75,150,11250,Outlet,Adidas
West Gear,2021-04-10,Midwest,Indiana,Men's Apparel,65,150,9750,In-store,Adidas
Sports Direct,2021-10-05,Northeast,Connecticut,Men's Apparel,65,150,9750,In-store,Adidas
Foot Locker,2020-01-01,Northeast,New York,Men's Street Footwear,50,120,6000,In-store,Nike
Foot Locker,2020-01-02,Northeast,New York,Men's Athletic Footwear,50,100,5000,In-store,Nike
Foot Locker,2020-01-03,Northeast,New York,Women's Street Footwear,40,100,4000,In-store,Nike
Foot Locker,2020-01-04,Northeast,New York,Women's Athletic Footwear,45,85,3825,In-store,Nike
Foot Locker,2020-01-05,Northeast,New York,Men's Apparel,60,90,5400,In-store,Nike
Foot Locker,2020-01-06,Northeast,New York,Women's Apparel,50,100,5000,In-store,Nike
Foot Locker,2020-01-07,Northeast,New York,Men's Street Footwear,50,125,6250,In-store,Nike
Foot Locker,2020-01-08,Northeast,New York,Men's Athletic Footwear,50,90,4500,Outlet,Nike
Foot Locker,2020-01-21,Northeast,New York,Women's Street Footwear,40,95,3800,Outlet,Nike
Foot Locker,2020-01-22,Northeast,New York,Women's Athletic Footwear,45,83,3713,Outlet,Nike
Foot Locker,2020-01-23,Northeast,New York,Men's Apparel,60,90,5400,Outlet,Nike
Foot Locker,2020-01-24,Northeast,New York,Women's Apparel,50,100,5000,Outlet,Nike
Foot Locker,2020-01-25,Northeast,New York,Men's Street Footwear,50,122,6100,Outlet,Nike
Foot Locker,2020-01-26,Northeast,New York,Men's Athletic Footwear,50,93,4625,Outlet,Nike
Foot Locker,2020-01-27,Northeast,New York,Women's Street Footwear,40,95,3800,Outlet,Nike
Foot Locker,2020-01-28,Northeast,New York,Women's Athletic Footwear,45,80,3600,Outlet,Nike
Foot Locker,2020-01-29,Northeast,New York,Men's Apparel,60,85,5100,Outlet,Nike
Foot Locker,2020-01-30,Northeast,New York,Women's Apparel,50,95,4750,Outlet,Nike
Foot Locker,2020-01-31,Northeast,New York,Men's Street Footwear,50,120,6000,Outlet,Nike
Foot Locker,2020-02-01,Northeast,New York,Men's Athletic Footwear,50,90,4500,Outlet,Nike
Foot Locker,2020-02-02,Northeast,New York,Women's Street Footwear,40,90,3600,Outlet,Nike
Foot Locker,2020-02-03,Northeast,New York,Women's Athletic Footwear,45,83,3713,Outlet,Nike
Foot Locker,2020-02-04,Northeast,New York,Men's Apparel,60,83,4950,Outlet,Nike
Foot Locker,2020-02-05,Northeast,New York,Women's Apparel,50,95,4750,Outlet,Nike
Foot Locker,2020-02-06,Northeast,New York,Men's Street Footwear,60,122,7320,Outlet,Nike
Foot Locker,2020-02-07,Northeast,New York,Men's Athletic Footwear,55,93,5088,Outlet,Nike
Foot Locker,2020-02-08,Northeast,New York,Women's Street Footwear,50,90,4500,Outlet,Nike
Foot Locker,2020-02-09,Northeast,New York,Women's Athletic Footwear,50,85,4250,Outlet,Nike
Foot Locker,2020-02-10,Northeast,New York,Men's Apparel,60,88,5250,Outlet,Nike
Foot Locker,2020-03-03,Northeast,New York,Women's Apparel,65,100,6500,Outlet,Nike
Foot Locker,2020-03-04,Northeast,New York,Men's Street Footwear,60,125,7500,Outlet,Nike
Foot Locker,2020-03-05,Northeast,New York,Men's Athletic Footwear,55,100,5500,Outlet,Nike
Foot Locker,2020-03-06,Northeast,New York,Women's Street Footwear,50,93,4625,Outlet,Nike
Foot Locker,2020-03-07,Northeast,New York,Women's Athletic Footwear,50,90,4500,Outlet,Nike
Foot Locker,2020-03-08,Northeast,New York,Men's Apparel,60,90,5400,Outlet,Nike
Foot Locker,2020-03-09,Northeast,New York,Women's Apparel,65,105,6825,Outlet,Nike
Foot Locker,2020-03-10,Northeast,New York,Men's Street Footwear,60,128,7650,Outlet,Nike
Foot Locker,2020-03-11,Northeast,New York,Men's Athletic Footwear,55,103,5638,Outlet,Nike
Foot Locker,2020-03-12,Northeast,New York,Women's Street Footwear,50,95,4750,Outlet,Nike
